part_id,eq_id,part_production_date,part_type,part_weight,part_material,part_color,part_dimensions,part_cost,part_quality_grade,part_purity
PART02637,EQUIP004,2024-01-08,Type D,4.55,Copper,Black,15x15x15,141.43,B,p-0.949
PART02638,EQUIP004,2024-01-31,Type D,88.99,Aluminum,Blue,25x25x25,47.75,C,p-0.949
PART02639,EQUIP004,2024-03-20,Type D,19.7,Copper,Red,10x10x10,59.23,D,p-0.928
PART02640,EQUIP004,2024-06-12,Type D,53.26,Aluminum,Green,20x20x20,477.62,D,p-0.935
PART02641,EQUIP004,2024-04-02,Type D,39.02,Steel,Red,15x15x15,223.74,A,p-0.921
PART02642,EQUIP004,2024-01-26,Type D,94.8,Aluminum,Green,25x25x25,473.06,C,p-0.921
PART02643,EQUIP004,2024-05-30,Type D,99.22,Plastic,Blue,15x15x15,239.08,C,p-0.941
PART02644,EQUIP004,2024-05-18,Type D,18.5,Copper,Green,15x15x15,326.97,A,p-0.928
PART02645,EQUIP004,2024-01-10,Type D,4.89,Plastic,Red,15x15x15,146.81,A,p-0.926
PART02646,EQUIP004,2024-01-28,Type D,11.79,Copper,Black,10x10x10,47.21,C,p-0.938
PART02647,EQUIP004,2024-05-21,Type D,38.92,Aluminum,Blue,25x25x25,215.12,A,p-0.913
PART02648,EQUIP004,2024-01-23,Type D,66.46,Steel,Red,25x25x25,455.83,A,p-0.931
PART02649,EQUIP004,2024-06-19,Type D,77.91,Steel,Blue,20x20x20,98.34,B,p-0.949
PART02650,EQUIP004,2024-06-13,Type D,6.03,Aluminum,Black,15x15x15,95.19,C,p-0.933
PART02651,EQUIP004,2024-02-20,Type D,14.68,Aluminum,Black,10x10x10,316.95,C,p-0.946
PART02652,EQUIP004,2024-01-26,Type D,15.08,Copper,Green,20x20x20,230.72,B,p-0.921
PART02653,EQUIP004,2024-04-06,Type D,80.33,Plastic,Green,25x25x25,70.13,A,p-0.95
PART02654,EQUIP004,2024-03-05,Type D,41.39,Steel,Blue,20x20x20,366.04,A,p-0.94
PART02655,EQUIP004,2024-01-29,Type D,72.45,Plastic,Green,15x15x15,216.72,B,p-0.915
PART02656,EQUIP004,2024-06-11,Type D,64.74,Aluminum,Black,25x25x25,279.76,C,p-0.932
PART02657,EQUIP004,2024-06-11,Type D,38.1,Aluminum,Black,25x25x25,163.65,A,p-0.911
PART02658,EQUIP004,2024-01-03,Type D,66.67,Plastic,Blue,10x10x10,408.08,C,p-0.923
PART02659,EQUIP004,2024-01-05,Type D,74.88,Plastic,Red,10x10x10,133.05,C,p-0.934
PART02660,EQUIP004,2024-05-30,Type D,16.47,Steel,Green,25x25x25,336.69,A,p-0.943
PART02661,EQUIP004,2024-06-12,Type D,7.02,Steel,Blue,25x25x25,187.99,B,p-0.931
PART02662,EQUIP004,2024-04-20,Type D,12.57,Aluminum,Red,10x10x10,234.8,A,p-0.943
PART02663,EQUIP004,2024-05-06,Type D,99.53,Copper,Green,25x25x25,185.39,D,p-0.918
PART02664,EQUIP004,2024-03-26,Type D,58.42,Steel,Red,20x20x20,285.87,A,p-0.935
PART02665,EQUIP004,2024-06-20,Type D,1.22,Aluminum,Black,15x15x15,240.35,B,p-0.934
PART02666,EQUIP004,2024-02-27,Type D,41.64,Aluminum,Black,15x15x15,443.06,B,p-0.948
PART02667,EQUIP004,2024-01-31,Type D,66.73,Copper,Red,20x20x20,296.23,D,p-0.917
PART02668,EQUIP004,2024-05-09,Type D,82.42,Plastic,Blue,20x20x20,497.66,A,p-0.93
PART02669,EQUIP004,2024-06-10,Type D,26.58,Copper,Green,15x15x15,172.33,C,p-0.923
PART02670,EQUIP004,2024-06-20,Type D,73.36,Aluminum,Blue,10x10x10,325.54,C,p-0.949
PART02671,EQUIP004,2024-06-03,Type D,85.42,Aluminum,Red,25x25x25,457.63,D,p-0.931
PART02672,EQUIP004,2024-03-08,Type D,93.83,Aluminum,Black,15x15x15,33.12,B,p-0.934
PART02673,EQUIP004,2024-03-13,Type D,51.16,Aluminum,Green,15x15x15,455.2,C,p-0.918
PART02674,EQUIP004,2024-05-28,Type D,63.58,Copper,Green,20x20x20,497.14,B,p-0.923
PART02675,EQUIP004,2024-03-30,Type D,38.11,Copper,Red,25x25x25,144.33,B,p-0.935
PART02676,EQUIP004,2024-06-13,Type D,48.85,Copper,Red,15x15x15,257.72,C,p-0.935
PART02677,EQUIP004,2024-04-19,Type D,83.82,Steel,Blue,15x15x15,204.54,A,p-0.937
PART02678,EQUIP004,2024-06-17,Type D,43.59,Steel,Green,20x20x20,414.57,C,p-0.919
PART02679,EQUIP004,2024-02-26,Type D,17.2,Aluminum,Black,25x25x25,42.53,A,p-0.911
PART02680,EQUIP004,2024-06-18,Type D,23.1,Plastic,Black,10x10x10,430.29,A,p-0.915
PART02681,EQUIP004,2024-02-11,Type D,89.44,Plastic,Red,20x20x20,150.79,D,p-0.922
PART02682,EQUIP004,2024-05-30,Type D,61.63,Aluminum,Green,20x20x20,362.65,A,p-0.943
PART02683,EQUIP004,2024-04-15,Type D,90.59,Plastic,Red,25x25x25,401.26,A,p-0.921
PART02684,EQUIP004,2024-02-11,Type D,90.4,Steel,Black,15x15x15,438.1,A,p-0.926
PART02685,EQUIP004,2024-04-17,Type D,30.86,Plastic,Green,20x20x20,224.86,D,p-0.916
PART02686,EQUIP004,2024-05-16,Type D,40.53,Plastic,Red,10x10x10,411.39,A,p-0.92
PART02687,EQUIP004,2024-01-06,Type D,14.25,Aluminum,Blue,10x10x10,435.76,B,p-0.942
PART02688,EQUIP004,2024-03-05,Type D,4.55,Copper,Green,10x10x10,30.48,C,p-0.917
PART02689,EQUIP004,2024-01-27,Type D,21.45,Copper,Green,15x15x15,273.76,D,p-0.922
PART02690,EQUIP004,2024-04-20,Type D,56.76,Steel,Green,25x25x25,170.46,D,p-0.95
PART02691,EQUIP004,2024-04-16,Type D,72.06,Copper,Red,20x20x20,80.83,A,p-0.942
PART02692,EQUIP004,2024-05-26,Type D,15.71,Aluminum,Red,10x10x10,373.67,B,p-0.93
PART02693,EQUIP004,2024-01-11,Type D,75.66,Steel,Black,20x20x20,455.34,B,p-0.919
PART02694,EQUIP004,2024-05-10,Type D,77.7,Plastic,Blue,15x15x15,337.23,A,p-0.911
PART02695,EQUIP004,2024-03-28,Type D,17.87,Aluminum,Black,25x25x25,395.87,A,p-0.95
PART02696,EQUIP004,2024-05-24,Type D,70.69,Plastic,Blue,15x15x15,291.58,D,p-0.944
PART02697,EQUIP004,2024-03-29,Type D,89.35,Steel,Blue,20x20x20,388.03,B,p-0.94
PART02698,EQUIP004,2024-04-17,Type D,22.92,Aluminum,Red,20x20x20,219.17,C,p-0.929
PART02699,EQUIP004,2024-06-14,Type D,91.69,Copper,Black,20x20x20,293.96,A,p-0.942
PART02700,EQUIP004,2024-03-13,Type D,16.1,Plastic,Red,20x20x20,246.86,B,p-0.92
PART02701,EQUIP004,2024-01-14,Type D,29.51,Plastic,Red,20x20x20,320.63,D,p-0.92
PART02702,EQUIP004,2024-03-23,Type D,44.62,Plastic,Blue,15x15x15,158.33,C,p-0.933
PART02703,EQUIP004,2024-05-18,Type D,55.56,Steel,Red,10x10x10,168.13,A,p-0.935
PART02704,EQUIP004,2024-06-19,Type D,67.32,Steel,Black,20x20x20,467.77,B,p-0.937
PART02705,EQUIP004,2024-05-12,Type D,95.69,Copper,Green,10x10x10,100.52,C,p-0.944
PART02706,EQUIP004,2024-02-17,Type D,2.4,Steel,Green,15x15x15,27.21,B,p-0.923
PART02707,EQUIP004,2024-02-07,Type D,10.99,Plastic,Red,10x10x10,485.69,C,p-0.927
PART02708,EQUIP004,2024-01-09,Type D,60.05,Aluminum,Blue,10x10x10,351.93,A,p-0.949
PART02709,EQUIP004,2024-01-30,Type D,6.49,Steel,Black,20x20x20,468.24,B,p-0.936
PART02710,EQUIP004,2024-04-09,Type D,89.37,Copper,Green,15x15x15,269.61,A,p-0.927
PART02711,EQUIP004,2024-05-16,Type D,27.81,Plastic,Green,20x20x20,210.62,D,p-0.94
PART02712,EQUIP004,2024-02-20,Type D,39.59,Plastic,Red,15x15x15,17.67,A,p-0.91
PART02713,EQUIP004,2024-03-08,Type D,52.43,Copper,Red,25x25x25,210.7,D,p-0.917
PART02714,EQUIP004,2024-03-26,Type D,26.62,Steel,Green,10x10x10,277.11,C,p-0.93
PART02715,EQUIP004,2024-01-05,Type D,86.2,Aluminum,Blue,10x10x10,301.21,C,p-0.914
PART02716,EQUIP004,2024-04-23,Type D,4.87,Steel,Blue,20x20x20,85.8,B,p-0.93
PART02717,EQUIP004,2024-02-26,Type D,73.86,Aluminum,Black,20x20x20,477.88,B,p-0.941
PART02718,EQUIP004,2024-01-05,Type D,10.45,Aluminum,Black,10x10x10,474.24,B,p-0.939
PART02719,EQUIP004,2024-03-21,Type D,53.04,Plastic,Black,25x25x25,184.77,C,p-0.927
PART02720,EQUIP004,2024-02-28,Type D,13.01,Aluminum,Black,25x25x25,496.68,D,p-0.943
PART02721,EQUIP004,2024-03-14,Type D,31.68,Steel,Green,10x10x10,377.43,C,p-0.942
PART02722,EQUIP004,2024-06-02,Type D,73.66,Steel,Black,25x25x25,136.25,D,p-0.945
PART02723,EQUIP004,2024-06-16,Type D,70.28,Copper,Green,20x20x20,488.87,C,p-0.916
PART02724,EQUIP004,2024-02-11,Type D,13.73,Steel,Red,25x25x25,74.8,C,p-0.922
PART02725,EQUIP004,2024-05-20,Type D,20.09,Steel,Black,15x15x15,100.02,C,p-0.931
PART02726,EQUIP004,2024-03-03,Type D,19.16,Plastic,Green,15x15x15,347.72,C,p-0.922
PART02727,EQUIP004,2024-03-27,Type D,9.48,Copper,Black,15x15x15,116.43,D,p-0.943
PART02728,EQUIP004,2024-02-06,Type D,79.99,Aluminum,Black,25x25x25,379.79,D,p-0.938
PART02729,EQUIP004,2024-02-21,Type D,48.18,Steel,Red,20x20x20,314.21,D,p-0.943
PART02730,EQUIP004,2024-02-01,Type D,60.91,Copper,Green,10x10x10,490.16,A,p-0.919
PART02731,EQUIP004,2024-05-07,Type D,19.69,Aluminum,Red,10x10x10,271.62,C,p-0.923
PART02732,EQUIP004,2024-02-13,Type D,99.48,Steel,Red,15x15x15,115.45,A,p-0.942
PART02733,EQUIP004,2024-02-21,Type D,11.66,Plastic,Blue,25x25x25,158.75,C,p-0.93
PART02734,EQUIP004,2024-05-06,Type D,89.49,Aluminum,Blue,25x25x25,168.04,D,p-0.924
PART02735,EQUIP004,2024-04-18,Type D,83.93,Copper,Green,15x15x15,122.08,B,p-0.941
PART02736,EQUIP004,2024-05-18,Type D,47.38,Copper,Black,10x10x10,76.48,A,p-0.92
PART02737,EQUIP004,2024-05-28,Type D,75.05,Aluminum,Green,15x15x15,139.62,D,p-0.915
PART02738,EQUIP004,2024-05-15,Type D,23.75,Plastic,Green,10x10x10,297.69,C,p-0.917
PART02739,EQUIP004,2024-02-15,Type D,83.1,Plastic,Black,25x25x25,55.41,B,p-0.92
PART02740,EQUIP004,2024-04-20,Type D,82.97,Copper,Red,10x10x10,100.44,B,p-0.924
PART02741,EQUIP004,2024-02-23,Type D,26.22,Plastic,Black,25x25x25,454.08,C,p-0.929
PART02742,EQUIP004,2024-01-11,Type D,76.21,Steel,Red,15x15x15,496.08,B,p-0.923
PART02743,EQUIP004,2024-02-11,Type D,43.62,Aluminum,Black,25x25x25,111.36,A,p-0.939
PART02744,EQUIP004,2024-04-28,Type D,22.22,Plastic,Black,20x20x20,89.59,A,p-0.945
PART02745,EQUIP004,2024-02-20,Type D,2.62,Steel,Red,10x10x10,393.02,B,p-0.947
PART02746,EQUIP004,2024-05-28,Type D,20.47,Plastic,Green,20x20x20,424.79,D,p-0.913
PART02747,EQUIP004,2024-02-24,Type D,93.55,Steel,Black,10x10x10,15.98,B,p-0.911
PART02748,EQUIP004,2024-05-12,Type D,56.73,Steel,Green,10x10x10,381.06,C,p-0.946
PART02749,EQUIP004,2024-02-20,Type D,52.99,Plastic,Blue,25x25x25,292.35,D,p-0.935
PART02750,EQUIP004,2024-02-09,Type D,61.6,Aluminum,Green,25x25x25,485.27,B,p-0.923
PART02751,EQUIP004,2024-01-27,Type D,52.97,Steel,Green,20x20x20,229.05,D,p-0.931
PART02752,EQUIP004,2024-01-15,Type D,46.7,Plastic,Black,10x10x10,334.0,C,p-0.936
PART02753,EQUIP004,2024-03-04,Type D,69.91,Copper,Red,25x25x25,467.59,A,p-0.939
PART02754,EQUIP004,2024-02-24,Type D,20.09,Plastic,Red,15x15x15,366.56,D,p-0.94
PART02755,EQUIP004,2024-06-15,Type D,49.15,Plastic,Blue,10x10x10,449.26,B,p-0.936
PART02756,EQUIP004,2024-04-24,Type D,23.97,Steel,Blue,25x25x25,335.93,A,p-0.946
PART02757,EQUIP004,2024-04-14,Type D,21.9,Plastic,Blue,15x15x15,134.3,C,p-0.931
PART02758,EQUIP004,2024-01-28,Type D,68.1,Steel,Red,15x15x15,127.7,C,p-0.915
PART02759,EQUIP004,2024-03-28,Type D,29.28,Copper,Black,25x25x25,129.5,A,p-0.946
PART02760,EQUIP004,2024-06-16,Type D,12.32,Copper,Green,10x10x10,184.31,C,p-0.923
PART02761,EQUIP004,2024-02-26,Type D,46.47,Steel,Blue,15x15x15,140.58,C,p-0.917
PART02762,EQUIP004,2024-03-21,Type D,88.64,Steel,Green,25x25x25,156.73,A,p-0.932
PART02763,EQUIP004,2024-06-01,Type D,72.84,Aluminum,Green,10x10x10,59.76,C,p-0.927
PART02764,EQUIP004,2024-06-11,Type D,98.6,Plastic,Red,25x25x25,213.27,B,p-0.916
PART02765,EQUIP004,2024-04-22,Type D,33.8,Copper,Blue,25x25x25,342.17,D,p-0.929
PART02766,EQUIP004,2024-01-23,Type D,4.65,Copper,Green,15x15x15,382.55,B,p-0.939
PART02767,EQUIP004,2024-05-02,Type D,79.62,Steel,Red,25x25x25,469.16,A,p-0.947
PART02768,EQUIP004,2024-06-18,Type D,54.86,Plastic,Red,20x20x20,260.3,B,p-0.926
PART02769,EQUIP004,2024-05-13,Type D,17.9,Copper,Green,20x20x20,42.39,D,p-0.917
PART02770,EQUIP004,2024-06-05,Type D,46.37,Steel,Blue,25x25x25,15.69,B,p-0.919
PART02771,EQUIP004,2024-01-29,Type D,8.71,Copper,Green,25x25x25,351.47,B,p-0.924
PART02772,EQUIP004,2024-03-05,Type D,27.25,Plastic,Red,15x15x15,171.35,D,p-0.934
PART02773,EQUIP004,2024-03-31,Type D,12.57,Copper,Black,15x15x15,76.13,C,p-0.947
PART02774,EQUIP004,2024-02-28,Type D,22.46,Aluminum,Green,20x20x20,138.51,B,p-0.913
PART02775,EQUIP004,2024-02-20,Type D,63.96,Aluminum,Black,10x10x10,459.38,D,p-0.94
PART02776,EQUIP004,2024-04-27,Type D,25.48,Steel,Green,10x10x10,41.71,A,p-0.92
PART02777,EQUIP004,2024-02-20,Type D,24.65,Aluminum,Blue,25x25x25,151.17,A,p-0.918
PART02778,EQUIP004,2024-03-07,Type D,65.91,Steel,Green,25x25x25,76.22,D,p-0.925
PART02779,EQUIP004,2024-02-10,Type D,45.62,Aluminum,Black,20x20x20,249.13,C,p-0.945
PART02780,EQUIP004,2024-01-09,Type D,8.17,Steel,Green,10x10x10,124.25,D,p-0.924
PART02781,EQUIP004,2024-06-02,Type D,1.97,Copper,Red,25x25x25,336.71,A,p-0.943
PART02782,EQUIP004,2024-06-04,Type D,18.33,Aluminum,Black,10x10x10,85.25,B,p-0.925
PART02783,EQUIP004,2024-02-04,Type D,36.73,Copper,Red,20x20x20,257.44,C,p-0.935
PART02784,EQUIP004,2024-04-24,Type D,17.77,Steel,Red,25x25x25,221.07,C,p-0.94
PART02785,EQUIP004,2024-04-16,Type D,20.93,Plastic,Blue,25x25x25,89.65,D,p-0.916
PART02786,EQUIP004,2024-03-01,Type D,50.75,Steel,Black,25x25x25,322.95,C,p-0.916
PART02787,EQUIP004,2024-04-22,Type D,57.94,Steel,Green,15x15x15,70.5,B,p-0.912
PART02788,EQUIP004,2024-05-02,Type D,2.31,Steel,Blue,10x10x10,54.27,C,p-0.932
PART02789,EQUIP004,2024-05-23,Type D,83.19,Aluminum,Red,15x15x15,107.24,C,p-0.912
PART02790,EQUIP004,2024-01-04,Type D,87.88,Copper,Black,25x25x25,377.04,D,p-0.918
PART02791,EQUIP004,2024-02-19,Type D,37.42,Copper,Blue,10x10x10,82.63,B,p-0.938
PART02792,EQUIP004,2024-05-18,Type D,4.23,Steel,Red,10x10x10,294.82,D,p-0.918
PART02793,EQUIP004,2024-04-04,Type D,89.77,Plastic,Blue,25x25x25,373.85,A,p-0.933
PART02794,EQUIP004,2024-03-28,Type D,76.72,Aluminum,Black,10x10x10,59.84,B,p-0.94
PART02795,EQUIP004,2024-01-25,Type D,13.93,Steel,Black,25x25x25,26.66,C,p-0.937
PART02796,EQUIP004,2024-05-20,Type D,95.06,Copper,Green,20x20x20,451.9,C,p-0.914
PART02797,EQUIP004,2024-01-12,Type D,63.12,Aluminum,Green,25x25x25,477.64,B,p-0.929
PART02798,EQUIP004,2024-02-27,Type D,32.42,Steel,Black,15x15x15,103.25,A,p-0.934
PART02799,EQUIP004,2024-01-18,Type D,12.99,Steel,Blue,10x10x10,132.8,C,p-0.912
PART02800,EQUIP004,2024-05-22,Type D,33.03,Plastic,Black,15x15x15,329.54,C,p-0.946
PART02801,EQUIP004,2024-05-15,Type D,79.89,Aluminum,Blue,10x10x10,359.8,D,p-0.936
PART02802,EQUIP004,2024-01-29,Type D,63.4,Plastic,Blue,20x20x20,379.2,D,p-0.928
PART02803,EQUIP004,2024-05-17,Type D,44.9,Aluminum,Blue,20x20x20,78.34,A,p-0.934
PART02804,EQUIP004,2024-04-18,Type D,41.37,Plastic,Blue,25x25x25,256.96,C,p-0.931
PART02805,EQUIP004,2024-05-28,Type D,41.7,Aluminum,Red,10x10x10,186.56,C,p-0.937
PART02806,EQUIP004,2024-01-22,Type D,51.05,Steel,Green,15x15x15,380.04,D,p-0.918
PART02807,EQUIP004,2024-04-22,Type D,74.78,Aluminum,Black,10x10x10,97.18,D,p-0.937
PART02808,EQUIP004,2024-04-14,Type D,65.69,Plastic,Red,20x20x20,393.29,C,p-0.936
PART02809,EQUIP004,2024-06-09,Type D,27.91,Plastic,Blue,15x15x15,112.15,D,p-0.917
PART02810,EQUIP004,2024-05-16,Type D,75.96,Plastic,Red,25x25x25,87.73,C,p-0.935
PART02811,EQUIP004,2024-06-09,Type D,40.08,Plastic,Black,25x25x25,198.95,C,p-0.949
PART02812,EQUIP004,2024-01-11,Type D,44.43,Plastic,Black,20x20x20,189.35,D,p-0.941
PART02813,EQUIP004,2024-02-04,Type D,16.87,Copper,Blue,25x25x25,146.7,C,p-0.946
PART02814,EQUIP004,2024-05-10,Type D,99.84,Copper,Blue,15x15x15,307.15,C,p-0.935
PART02815,EQUIP004,2024-04-16,Type D,5.62,Aluminum,Blue,15x15x15,77.34,D,p-0.939
PART02816,EQUIP004,2024-04-10,Type D,95.99,Plastic,Green,10x10x10,276.99,C,p-0.941
PART02817,EQUIP004,2024-02-24,Type D,48.19,Copper,Black,10x10x10,175.24,C,p-0.94
PART02818,EQUIP004,2024-06-01,Type D,36.18,Plastic,Blue,10x10x10,140.5,A,p-0.923
PART02819,EQUIP004,2024-05-27,Type D,2.91,Aluminum,Black,20x20x20,260.41,B,p-0.923
PART02820,EQUIP004,2024-06-04,Type D,99.12,Plastic,Red,10x10x10,282.66,A,p-0.943
PART02821,EQUIP004,2024-05-11,Type D,27.79,Copper,Blue,10x10x10,218.28,A,p-0.925
PART02822,EQUIP004,2024-04-16,Type D,98.61,Aluminum,Blue,15x15x15,419.44,C,p-0.948
PART02823,EQUIP004,2024-05-15,Type D,34.83,Plastic,Red,25x25x25,132.33,D,p-0.922
PART02824,EQUIP004,2024-02-09,Type D,16.72,Copper,Black,15x15x15,244.45,A,p-0.939
PART02825,EQUIP004,2024-01-02,Type D,85.05,Steel,Green,25x25x25,231.58,B,p-0.947
PART02826,EQUIP004,2024-06-04,Type D,38.54,Aluminum,Green,10x10x10,88.38,C,p-0.943
PART02827,EQUIP004,2024-04-07,Type D,51.36,Copper,Red,15x15x15,311.02,A,p-0.91
PART02828,EQUIP004,2024-05-05,Type D,42.3,Copper,Black,15x15x15,477.03,C,p-0.91
PART02829,EQUIP004,2024-04-20,Type D,67.45,Copper,Blue,10x10x10,149.64,A,p-0.942
PART02830,EQUIP004,2024-03-28,Type D,29.61,Copper,Blue,20x20x20,441.36,A,p-0.927
PART02831,EQUIP005,2024-05-28,Type E,24.72,Aluminum,Green,15x15x15,325.54,B,p-0.836
PART02832,EQUIP005,2023-08-29,Type E,38.14,Plastic,Red,10x10x10,214.86,B,p-0.809
PART02833,EQUIP005,2024-03-18,Type E,1.16,Aluminum,Red,25x25x25,253.72,C,p-0.815
PART02834,EQUIP005,2023-11-29,Type E,79.79,Steel,Black,10x10x10,164.01,B,p-0.835
PART02835,EQUIP005,2023-12-19,Type E,49.5,Plastic,Green,20x20x20,256.01,A,p-0.823
PART02836,EQUIP005,2023-11-03,Type E,31.97,Aluminum,Red,10x10x10,180.31,A,p-0.803
PART02837,EQUIP005,2024-04-04,Type E,55.58,Steel,Blue,15x15x15,77.98,C,p-0.823
PART02838,EQUIP005,2024-06-12,Type E,67.77,Steel,Blue,10x10x10,446.63,D,p-0.816
PART02839,EQUIP005,2023-11-15,Type E,75.71,Steel,Blue,20x20x20,363.45,B,p-0.827
PART02840,EQUIP005,2023-08-14,Type E,92.42,Steel,Black,20x20x20,284.89,B,p-0.829
PART02841,EQUIP005,2024-03-31,Type E,88.83,Copper,Black,10x10x10,101.52,B,p-0.812
PART02842,EQUIP005,2024-06-01,Type E,64.73,Aluminum,Blue,15x15x15,143.14,A,p-0.809
PART02843,EQUIP005,2023-08-13,Type E,22.48,Steel,Blue,10x10x10,107.05,A,p-0.812
PART02844,EQUIP005,2024-02-10,Type E,71.03,Aluminum,Black,25x25x25,405.62,A,p-0.803
PART02845,EQUIP005,2023-12-12,Type E,87.05,Copper,Red,15x15x15,29.88,D,p-0.819
PART02846,EQUIP005,2024-06-04,Type E,39.71,Aluminum,Blue,15x15x15,474.2,A,p-0.835
PART02847,EQUIP005,2023-07-31,Type E,61.39,Copper,Green,10x10x10,310.06,A,p-0.803
PART02848,EQUIP005,2024-01-01,Type E,29.6,Steel,Blue,15x15x15,128.05,D,p-0.801
PART02849,EQUIP005,2023-07-23,Type E,58.34,Aluminum,Blue,10x10x10,398.52,B,p-0.838
PART02850,EQUIP005,2023-09-10,Type E,36.6,Copper,Red,15x15x15,322.01,A,p-0.8
PART02851,EQUIP005,2024-01-31,Type E,91.86,Aluminum,Green,15x15x15,294.92,A,p-0.809
PART02852,EQUIP005,2024-06-27,Type E,4.93,Plastic,Green,10x10x10,214.83,C,p-0.827
PART02853,EQUIP005,2023-12-14,Type E,31.73,Aluminum,Black,10x10x10,217.63,B,p-0.834
PART02854,EQUIP005,2023-09-22,Type E,21.41,Plastic,Red,20x20x20,345.99,A,p-0.818
PART02855,EQUIP005,2023-08-11,Type E,72.23,Aluminum,Green,10x10x10,439.07,A,p-0.823
PART02856,EQUIP005,2024-04-05,Type E,70.84,Plastic,Black,15x15x15,182.92,D,p-0.815
PART02857,EQUIP005,2023-11-25,Type E,75.09,Steel,Green,10x10x10,108.49,C,p-0.812
PART02858,EQUIP005,2023-11-07,Type E,33.82,Steel,Green,20x20x20,458.97,D,p-0.816
PART02859,EQUIP005,2023-09-20,Type E,4.56,Aluminum,Blue,25x25x25,205.02,C,p-0.816
PART02860,EQUIP005,2023-12-11,Type E,53.14,Aluminum,Black,25x25x25,171.59,D,p-0.84
PART02861,EQUIP005,2024-06-27,Type E,71.12,Aluminum,Blue,10x10x10,312.13,D,p-0.838
PART02862,EQUIP005,2023-07-31,Type E,42.61,Copper,Blue,20x20x20,150.66,D,p-0.836
PART02863,EQUIP005,2024-05-02,Type E,92.34,Plastic,Black,20x20x20,306.81,B,p-0.818
PART02864,EQUIP005,2024-06-19,Type E,39.76,Copper,Blue,10x10x10,162.72,D,p-0.805
PART02865,EQUIP005,2023-12-16,Type E,7.33,Plastic,Black,15x15x15,314.43,A,p-0.822
PART02866,EQUIP005,2023-08-09,Type E,37.79,Copper,Green,20x20x20,21.35,B,p-0.816
PART02867,EQUIP005,2024-01-31,Type E,42.05,Plastic,Black,15x15x15,365.02,A,p-0.818
PART02868,EQUIP005,2023-09-15,Type E,1.54,Aluminum,Green,25x25x25,312.68,C,p-0.83
PART02869,EQUIP005,2024-04-03,Type E,71.99,Copper,Black,20x20x20,291.58,C,p-0.808
PART02870,EQUIP005,2023-10-03,Type E,39.71,Steel,Green,10x10x10,35.29,A,p-0.828
PART02871,EQUIP005,2024-05-07,Type E,72.95,Plastic,Green,15x15x15,366.02,B,p-0.81
PART02872,EQUIP005,2023-11-15,Type E,24.82,Steel,Red,20x20x20,10.25,D,p-0.82
PART02873,EQUIP005,2024-06-25,Type E,24.68,Copper,Blue,10x10x10,195.47,A,p-0.822
PART02874,EQUIP005,2023-10-23,Type E,46.05,Copper,Green,25x25x25,111.58,A,p-0.8
PART02875,EQUIP005,2023-08-03,Type E,65.99,Copper,Red,15x15x15,363.45,A,p-0.834
PART02876,EQUIP005,2023-11-11,Type E,5.68,Plastic,Blue,10x10x10,434.24,C,p-0.802
PART02877,EQUIP005,2024-05-21,Type E,44.47,Aluminum,Red,20x20x20,298.58,D,p-0.816
PART02878,EQUIP005,2024-04-29,Type E,30.35,Copper,Green,25x25x25,213.8,A,p-0.81
PART02879,EQUIP005,2024-04-22,Type E,50.27,Copper,Red,10x10x10,400.52,A,p-0.815
PART02880,EQUIP005,2024-05-20,Type E,48.84,Plastic,Blue,10x10x10,153.31,D,p-0.812
PART02881,EQUIP005,2024-03-12,Type E,3.07,Plastic,Blue,15x15x15,295.45,D,p-0.832
PART02882,EQUIP005,2023-07-25,Type E,95.03,Aluminum,Green,25x25x25,116.55,D,p-0.825
PART02883,EQUIP005,2024-04-21,Type E,50.54,Aluminum,Black,15x15x15,490.14,A,p-0.829
PART02884,EQUIP005,2024-01-19,Type E,35.63,Copper,Green,10x10x10,92.55,D,p-0.837
PART02885,EQUIP005,2024-01-04,Type E,45.89,Steel,Red,10x10x10,82.86,A,p-0.809
PART02886,EQUIP005,2024-01-23,Type E,66.47,Copper,Green,20x20x20,225.22,A,p-0.824
PART02887,EQUIP005,2023-09-23,Type E,41.39,Steel,Green,15x15x15,11.77,B,p-0.821
PART02888,EQUIP005,2023-12-22,Type E,18.92,Aluminum,Green,15x15x15,206.19,C,p-0.829
PART02889,EQUIP005,2023-10-05,Type E,22.11,Plastic,Red,20x20x20,406.17,C,p-0.833
PART02890,EQUIP005,2024-05-27,Type E,78.59,Steel,Green,20x20x20,245.17,A,p-0.824
PART02891,EQUIP005,2023-12-30,Type E,78.37,Steel,Green,10x10x10,321.39,B,p-0.813
PART02892,EQUIP005,2023-11-23,Type E,26.68,Plastic,Green,25x25x25,21.88,B,p-0.817
PART02893,EQUIP005,2024-04-04,Type E,23.24,Copper,Blue,15x15x15,168.95,B,p-0.835
PART02894,EQUIP005,2023-08-24,Type E,28.66,Copper,Green,20x20x20,395.91,B,p-0.813
PART02895,EQUIP005,2024-02-24,Type E,76.8,Plastic,Blue,25x25x25,412.21,D,p-0.813
PART02896,EQUIP005,2024-03-02,Type E,55.71,Plastic,Green,10x10x10,165.15,C,p-0.831
PART02897,EQUIP005,2024-04-13,Type E,17.86,Steel,Blue,10x10x10,84.77,B,p-0.829
PART02898,EQUIP005,2024-06-06,Type E,84.65,Plastic,Blue,20x20x20,435.81,D,p-0.829
PART02899,EQUIP005,2024-01-19,Type E,63.14,Steel,Red,25x25x25,197.36,C,p-0.817
